moved_at,original_path,bucket,category,reason,new_path
2026-08-01T18:34:03.546667+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 015953.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple sequential entries in a fixed column layout, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-06 015953.png
2026-08-01T18:34:03.547331+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 020247.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows of data in a fixed column layout, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-06 020247.png
2026-08-01T18:34:03.547860+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 020336.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple repeating rows with a fixed column structure, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-06 020336.png
2026-08-01T18:34:03.548485+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 204934.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows of data organized into fixed columns, characteristic of a dense tabular record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-05 204934.png
2026-08-01T18:34:03.548997+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 205152.png,dense_tabular_rows,dense_tabular_rows,"The image displays a list of entries structured in repeated columns, characteristic of a dense tabular record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-05 205152.png
2026-08-01T18:34:03.549531+00:00,J:\Genealogy\genealogy_pipeline\data\working\e078_e001946617.jpg,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows of data structured in a fixed column layout, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\e078_e001946617.jpg
2026-08-01T18:34:03.550147+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 210741.png,dense_tabular_rows,dense_tabular_rows,"The image displays many repeated rows with a fixed column structure, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-06 210741.png
2026-08-01T18:34:03.550710+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 211346.png,dense_tabular_rows,dense_tabular_rows,"The image displays a structured list of multiple passengers, indicating a repetitive tabular format typical of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-06 211346.png
2026-08-01T18:34:03.551307+00:00,J:\Genealogy\genealogy_pipeline\data\working\e003558130(1).jpg,dense_tabular_rows,dense_tabular_rows,"The document consists of many repeated rows, each detailing information for a different individual in a fixed column layout.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\e003558130(1).jpg
2026-08-01T18:34:03.551810+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 132747.png,dense_tabular_rows,dense_tabular_rows,"The document presents structured data in repeating rows, characteristic of a census page or manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-03 132747.png
2026-08-01T18:34:03.552364+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 213833.png,dense_tabular_rows,dense_tabular_rows,"The document displays multiple rows of repeated, structured data typical of a census record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-06 213833.png
2026-08-01T18:34:03.552941+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 074917.png,dense_tabular_rows,dense_tabular_rows,"The document displays structured, repeated rows of personal data typical of a census record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-08 074917.png
2026-08-01T18:34:03.553473+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 082655.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows of structured data, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-08 082655.png
2026-08-01T18:34:03.554415+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 194613.png,dense_tabular_rows,dense_tabular_rows,"The document displays multiple repeated rows with a fixed column structure, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-08 194613.png
2026-08-01T18:34:03.554967+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 200036.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows of structured data, characteristic of a register or list.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-08 200036.png
2026-08-01T18:34:03.555525+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 202314.png,dense_tabular_rows,dense_tabular_rows,"The document displays structured data in a fixed column layout, characteristic of a census record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-08 202314.png
2026-08-01T18:34:03.556107+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 023135.png,dense_tabular_rows,dense_tabular_rows,"The document presents a fixed structure with multiple distinct fields for a single entity, but the structure strongly suggests a record type like a manifest or census entry.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 023135.png
2026-08-01T18:34:03.556704+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 024012.png,dense_tabular_rows,dense_tabular_rows,"The document presents structured passenger list data with multiple distinct fields for one individual, but the context suggests a manifest structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 024012.png
2026-08-01T18:34:03.557357+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 024211.png,dense_tabular_rows,dense_tabular_rows,"The image displays structured, repeated rows of data, characteristic of a census or manifest page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 024211.png
2026-08-01T18:34:03.558034+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 024806.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows of structured data, characteristic of a census or manifest, with repeated column structures.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 024806.png
2026-08-01T18:34:03.558654+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 025100.png,dense_tabular_rows,dense_tabular_rows,"The document presents data in a fixed, repeating column structure typical of a manifest or census record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 025100.png
2026-08-01T18:34:03.559161+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 025324.png,dense_tabular_rows,dense_tabular_rows,"The document consists of many repeated rows, each detailing information for a different individual in a fixed column layout.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 025324.png
2026-08-01T18:34:03.559764+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 025537.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows of data, characteristic of a census or manifest, indicating dense tabular rows.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 025537.png
2026-08-01T18:34:03.560289+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 111218.png,dense_tabular_rows,dense_tabular_rows,"The document consists of many repeated rows, each detailing a different person and their associated information in a fixed layout.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 111218.png
2026-08-01T18:34:03.560837+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 112014.png,dense_tabular_rows,dense_tabular_rows,"The document consists of many repeated rows, each detailing a different entry, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 112014.png
2026-08-01T18:34:03.561324+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 112524.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple repeating rows with structured data, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 112524.png
2026-08-01T18:34:03.561849+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 112728.png,dense_tabular_rows,dense_tabular_rows,"The document consists of multiple repeated rows, each detailing a different record entry in a fixed column layout.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 112728.png
2026-08-01T18:34:03.562719+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 114327.png,dense_tabular_rows,dense_tabular_rows,"The image consists of multiple repeated rows, each detailing a different individual with similar fixed columns.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 114327.png
2026-08-01T18:34:03.563381+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 115059.png,dense_tabular_rows,dense_tabular_rows,"The document consists of many repeated rows with a fixed column structure, characteristic of a tabular record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 115059.png
2026-08-01T18:34:03.563934+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 115319.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows with a fixed set of columns, characteristic of a census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 115319.png
2026-08-01T18:34:03.564471+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 120509.png,dense_tabular_rows,dense_tabular_rows,"The image displays many repeated rows with a fixed column structure, characteristic of a census page or manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 120509.png
2026-08-01T18:34:03.565122+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 120526.png,dense_tabular_rows,dense_tabular_rows,"The document displays structured data in a format suggesting repeated rows, characteristic of a census record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-09 120526.png
2026-08-01T18:34:03.565656+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-10 183141.png,dense_tabular_rows,dense_tabular_rows,"The image displays a structured list with many repeated rows, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-10 183141.png
2026-08-01T18:34:03.566217+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-10 184445.png,dense_tabular_rows,dense_tabular_rows,"The document consists of many repeated rows, each detailing a different person, characteristic of a census or manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-10 184445.png
2026-08-01T18:34:03.566843+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-14 012611.png,dense_tabular_rows,dense_tabular_rows,"The document displays data in a fixed, repeating column structure typical of a census record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-14 012611.png
2026-08-01T18:34:03.567376+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-21 083500.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows with a fixed column structure, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-21 083500.png
2026-08-01T18:34:03.567915+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-21 083530.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows with a fixed column structure, characteristic of a census page or manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-21 083530.png
2026-08-01T18:34:03.568461+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 235519.png,dense_tabular_rows,dense_tabular_rows,"The image displays a structured layout with multiple repeating columns, characteristic of a census page or manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-26 235519.png
2026-08-01T18:34:03.569090+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 000109.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple repeating rows with a fixed column structure, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 000109.png
2026-08-01T18:34:03.569609+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 004133.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeating rows with a fixed column structure, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 004133.png
2026-08-01T18:34:03.570180+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 194538.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeating rows with a fixed column structure, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 194538.png
2026-08-01T18:34:03.570998+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 194612.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows with a fixed column structure, characteristic of a census page or passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 194612.png
2026-08-01T18:34:03.571590+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 194710.png,dense_tabular_rows,dense_tabular_rows,"The document presents structured, repeated fields for a single individual, fitting the structure of a census record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 194710.png
2026-08-01T18:34:03.572098+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 194723.png,dense_tabular_rows,dense_tabular_rows,"The document displays multiple repeated rows of structured personal information, characteristic of a census record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 194723.png
2026-08-01T18:34:03.572633+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 205522.png,dense_tabular_rows,dense_tabular_rows,"The image displays data structured in repeating columns, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 205522.png
2026-08-01T18:34:03.573209+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 205751.png,dense_tabular_rows,dense_tabular_rows,"The image consists of many repeated rows, each detailing information for a different passenger, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 205751.png
2026-08-01T18:34:03.573867+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 210122.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeating rows with a fixed column structure, characteristic of a census or manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 210122.png
2026-08-01T18:34:03.574375+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 213157.png,dense_tabular_rows,dense_tabular_rows,"The document displays multiple repeated rows of structured data, characteristic of a census page or manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 213157.png
2026-08-01T18:34:03.574888+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 213314.png,dense_tabular_rows,dense_tabular_rows,"The image displays a structured form with many repeated rows, characteristic of a passenger manifest or similar tabular record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 213314.png
2026-08-01T18:34:03.575435+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 213853.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows of data structured in a fixed column layout, characteristic of a manifest or register.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 213853.png
2026-08-01T18:34:03.576043+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 215849.png,dense_tabular_rows,dense_tabular_rows,"The document consists of many repeated rows with a fixed column structure, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 215849.png
2026-08-01T18:34:03.576693+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 215937.png,dense_tabular_rows,dense_tabular_rows,"The document consists of many repeated rows with a fixed column layout, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 215937.png
2026-08-01T18:34:03.577271+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 220201.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows of data structured in a fixed column layout, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 220201.png
2026-08-01T18:34:03.577887+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 220255.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeating rows with a fixed column structure, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-27 220255.png
2026-08-01T18:34:03.578418+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 004500.png,dense_tabular_rows,dense_tabular_rows,"The document consists of multiple repeated rows sharing the same column structure, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 004500.png
2026-08-01T18:34:03.579553+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 010648.png,dense_tabular_rows,dense_tabular_rows,The image displays a structured passenger manifest with many repeated rows of data for different individuals.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 010648.png
2026-08-01T18:34:03.580299+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 010747.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows of repeated, similar data entries in a fixed column layout, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 010747.png
2026-08-01T18:34:03.580852+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 010803.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows with repeated, structured data entries, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 010803.png
2026-08-01T18:34:03.581379+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 011627.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows with a fixed column structure, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 011627.png
2026-08-01T18:34:03.581876+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 211935.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple entries arranged in a columnar format, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 211935.png
2026-08-01T18:34:03.582471+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 212047.png,dense_tabular_rows,dense_tabular_rows,"The document consists of many repeated rows with a fixed column structure, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 212047.png
2026-08-01T18:34:03.583168+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 212546.png,dense_tabular_rows,dense_tabular_rows,The document is a passenger manifest with multiple rows of similar data structured in fixed columns.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 212546.png
2026-08-01T18:34:03.583699+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 212935.png,dense_tabular_rows,dense_tabular_rows,"The image consists of multiple rows of repeated, similar data entries, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 212935.png
2026-08-01T18:34:03.584218+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 214000.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple repeating rows of structured data, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 214000.png
2026-08-01T18:34:03.584759+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 215458.png,dense_tabular_rows,dense_tabular_rows,"The image displays a structured table with many repeated rows, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 215458.png
2026-08-01T18:34:03.585330+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 215823.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeating rows with a consistent column structure, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 215823.png
2026-08-01T18:34:03.586011+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 220002.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows of structured data, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-05-28 220002.png
