file_path,category,confidence,text_density,handwriting,table_layout,faces,map_like,reason,model,prompt_version
J:\Genealogy\genealogy_pipeline\data\working\e003667909.jpg,dense_tabular_rows,0.98,0.95,True,True,False,False,"The document consists of numerous repeated rows of data structured in a fixed column layout, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\e003686369.jpg,dense_tabular_rows,0.98,0.85,True,True,False,False,"The document consists of many repeated rows with similar columns, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\http___data2.collectionscanada.gc.ca_1911_jpg_e001946617.jpg.jpg,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image displays numerous repeated rows of data structured in a fixed column layout, characteristic of a census or passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\image(1).jpg,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of many repeated rows with a fixed column layout, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\image(3).jpg,dense_tabular_rows,0.98,0.85,True,True,False,False,"The document consists of many repeated rows with fixed columns, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\IMCANQC1865_T4821-00622.jpg,dense_tabular_rows,0.98,0.85,False,True,False,False,"The document displays numerous repeated rows with a fixed column structure, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\ONS_B18432IS-0218.jpg,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image displays numerous repeated rows of data structured in fixed columns, characteristic of a census or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\S3HY-65JC-4X.jpg,dense_tabular_rows,0.98,0.85,True,True,False,False,"The document consists of many repeated rows with fixed columns, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\S3HY-6LL2-RG.jpg,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of numerous repeated rows with fixed columns, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\S3HY-6LLL-8L.jpg,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of numerous repeated rows with fixed columns, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 131559.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image displays many repeated rows of structured data, characteristic of a census or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 194554.png,dense_tabular_rows,0.95,0.8,False,True,False,False,"The document consists of multiple distinct entries, each detailing a different person, in a repeating list structure.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 231947.png,dense_tabular_rows,0.95,0.8,False,True,False,False,"The document presents data in a fixed, repeating column structure typical of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 232314.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document displays data in a highly repetitive, fixed column layout, characteristic of a census record.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 081007.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of many repeated rows, each detailing a different entry, characteristic of a passenger manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 081916.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image consists of many repeated rows of data structured in a fixed column layout, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 205953.png,dense_tabular_rows,0.95,0.85,False,True,False,False,"The image displays a passenger's declaration form with numerous repeating fields for different entries, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\WAM1383_84-0474.jpg,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document is a passenger manifest with many repeated rows, each detailing a different passenger.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\WARRG13_2948_2949-0078.jpg,dense_tabular_rows,0.98,0.95,True,True,False,False,"The document consists of numerous repeated rows of data structured in a fixed column layout, characteristic of a census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\z000017634.jpg,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of numerous repeated rows with a fixed column structure, characteristic of a census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\image(2).jpg,dense_tabular_rows,0.98,0.85,True,True,False,False,"The image displays numerous repeating rows of data structured in a fixed column layout, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\e001946859.jpg,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of numerous repeated rows of data structured in a fixed column layout, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-10 190941.png,dense_tabular_rows,0.95,0.85,False,True,False,False,"The document exhibits a structured form layout with repeated fields, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 205804.png,dense_tabular_rows,0.98,0.85,False,True,False,False,"The image displays numerous repeating rows of structured data, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 000555.png,dense_tabular_rows,0.95,0.8,False,True,False,False,"The image displays multiple rows of data structured in a fixed column layout, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 234033.png,dense_tabular_rows,0.95,0.85,False,True,False,False,"The document displays structured data in repeated rows, characteristic of a passenger manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 235500.png,dense_tabular_rows,0.95,0.8,False,True,False,False,The document displays multiple repeated rows of structured data typical of a census record.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 002203.png,dense_tabular_rows,0.95,0.1,False,True,False,False,"The image consists of many repeated rows with fixed columns, characteristic of a dense tabular record.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 034716.png,dense_tabular_rows,0.95,0.9,False,True,False,False,"The document presents data in a fixed, repeating column structure typical of a record or ledger entry.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 034917.png,dense_tabular_rows,0.98,0.85,False,True,False,False,"The image displays numerous repeated rows with a fixed column layout, characteristic of a census page or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 035055.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The document presents data in a fixed, repeating column structure typical of a record or ledger entry.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 035330.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The document presents data in a fixed, repeating column structure typical of a record or ledger entry.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 040106.png,dense_tabular_rows,0.95,0.9,False,True,False,False,The image consists of multiple repeating rows with a fixed set of columns detailing record information.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 075350.png,dense_tabular_rows,0.95,0.8,False,True,False,False,"The document presents data in a fixed, repeating column structure detailing land contract information.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 083026.png,dense_tabular_rows,0.95,1.0,False,True,False,False,"The document displays fixed, repeating fields for an individual record, characteristic of a tabular structure.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 215221.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image displays numerous repeated rows with fixed columns, characteristic of a census or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 215838.png,dense_tabular_rows,0.95,0.9,True,True,False,False,"The image displays a structured layout with multiple repeating rows, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 221518.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays numerous repeating rows of data structured in a fixed column layout, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 224046.png,dense_tabular_rows,0.95,0.8,True,True,False,False,"The image displays numerous repeating rows with a fixed column structure, characteristic of a passenger manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 134705.png,dense_tabular_rows,0.95,0.8,True,True,False,False,"The image displays a structured layout with multiple entries arranged in rows, characteristic of a tabular record.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 182602.png,dense_tabular_rows,0.95,0.8,True,True,False,False,"The image displays multiple repeating rows with structured fields, characteristic of a census or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 193134.png,dense_tabular_rows,0.95,0.9,True,True,False,False,"The image displays multiple entries arranged in a repeating columnar structure, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 205811.png,dense_tabular_rows,0.95,0.9,True,True,False,False,"The image displays structured, repeating rows of data, characteristic of a census or manifest page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 210448.png,dense_tabular_rows,0.95,0.8,True,True,False,False,"The image displays multiple repeating rows with structured data, characteristic of a census page or similar tabular record.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 230548.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of many repeated rows of names and associated data, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 230656.png,dense_tabular_rows,0.95,1.0,False,True,False,False,"The document consists of a long list of names, strongly suggesting a repeating row structure like a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 012442.png,dense_tabular_rows,0.95,0.8,False,True,False,False,"The document presents data in a fixed, repeating column structure detailing specific record fields.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 012749.png,dense_tabular_rows,0.95,0.9,False,True,False,False,"The document presents data in a fixed, repeating column structure typical of a ledger or record.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 013132.png,dense_tabular_rows,0.95,0.8,False,True,False,False,"The document presents data in a fixed, repeating column structure typical of a record or ledger entry.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 013603.png,dense_tabular_rows,0.95,0.9,False,True,False,False,"The document presents data in a fixed, repeating column structure typical of a ledger or record.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 030211.png,dense_tabular_rows,0.98,0.85,True,True,False,False,"The image displays numerous repeating rows with fixed columns, characteristic of a census page or similar tabular record.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 132809.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays numerous repeating rows with structured data, characteristic of a census page or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 133531.png,dense_tabular_rows,0.95,0.8,True,True,False,False,"The image displays multiple entries arranged in a structured, repeating format characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 150415.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays numerous repeating rows with structured data, characteristic of a census or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 150955.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image displays numerous repeated rows with a fixed column structure, characteristic of a census page or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 151300.png,dense_tabular_rows,0.95,0.8,True,True,False,False,"The image displays structured, repeating entries across columns, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 153025.png,dense_tabular_rows,0.95,0.8,True,True,False,False,"The image displays structured, repeated entries suggesting a tabular format typical of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 174458.png,dense_tabular_rows,0.98,0.8,False,True,False,False,"The image consists of multiple repeated rows, each sharing the same column structure, indicating a dense tabular format.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 174629.png,dense_tabular_rows,0.98,0.85,False,True,False,False,"The image consists of many repeated rows with the same column structure, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 175024.png,dense_tabular_rows,0.98,0.85,False,True,False,False,"The image consists of many repeated rows with the same column structure, characteristic of a census page or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 175631.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of many repeated rows, each sharing the same column structure, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 175732.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image consists of many repeated rows, each sharing the same column structure, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-02 193307.png,dense_tabular_rows,0.98,0.85,False,True,False,False,"The image displays numerous repeating rows with fixed columns, characteristic of a dense tabular record.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-03 000520.png,dense_tabular_rows,0.95,0.85,True,True,False,False,The document displays structured sections resembling a passenger manifest with repeated fields for different entries.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-03 212127.png,dense_tabular_rows,0.98,0.8,False,True,False,False,"The image displays multiple rows with repeated, similar column structures, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-03 224143.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image displays multiple repeated rows with a fixed column structure, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-03 224218.png,dense_tabular_rows,0.98,0.8,False,True,False,False,"The image displays multiple rows with repeated, similar column structures, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 182653.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays numerous repeated rows with a fixed column structure, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 182858.png,dense_tabular_rows,0.95,0.85,False,True,False,False,"The image displays numerous repeating rows with structured columns, characteristic of a census page or passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 183025.png,dense_tabular_rows,0.95,0.9,True,True,False,False,"The image displays numerous repeating rows with structured data, characteristic of a passenger manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 183142.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays numerous repeating rows with a fixed column structure, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 183315.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays numerous repeated rows with a fixed column structure, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 183429.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays numerous repeating rows with structured data, characteristic of a passenger manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 183540.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays numerous repeating rows with a fixed column structure, characteristic of a passenger manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 184034.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays numerous repeating rows of data structured in a fixed column layout, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 184155.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays numerous repeating rows with structured data, characteristic of a passenger manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 184304.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays numerous repeated rows with a fixed column structure, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 184401.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image displays numerous repeating rows with a fixed column structure, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 185124.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays a structure with many repeated entries arranged in columns, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 185420.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image displays numerous repeated rows with a fixed column structure, characteristic of a passenger manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 200227.png,dense_tabular_rows,0.95,0.8,False,True,False,False,"The image displays a structured list of item numbers and corresponding names, indicating many repeated rows of data.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 200810.png,dense_tabular_rows,1.0,0.9,False,True,False,False,"The image displays numerous repeated rows with a fixed set of columns, characteristic of a census page or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 200827.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image consists of many repeated rows with a fixed column layout, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 200911.png,dense_tabular_rows,1.0,0.9,False,True,False,False,"The image displays multiple rows of data in a fixed column layout, characteristic of a census page or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 205202.png,dense_tabular_rows,0.95,0.9,True,True,False,False,"The image displays structured, repeated rows of data, characteristic of a census page or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 205656.png,dense_tabular_rows,0.95,0.8,False,True,False,False,"The image displays multiple rows of data in a fixed column layout, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 205745.png,dense_tabular_rows,0.95,0.8,False,True,False,False,"The image displays a list of numbered entries with repeated column headers, indicating a tabular structure with multiple rows.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 210205.png,dense_tabular_rows,0.95,0.98,False,True,False,False,"The image displays multiple entries arranged in a repeating, fixed column layout characteristic of a census or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 211504.png,dense_tabular_rows,0.95,0.9,True,True,False,False,"The image displays structured, repeated entries in a fixed column layout characteristic of a census or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 114746.png,dense_tabular_rows,0.95,0.9,False,True,False,False,"The document consists of many repeated rows sharing the same column structure, characteristic of a census or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 114959.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image consists of many repeated rows with a fixed column structure, characteristic of a dense tabular record.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 115424.png,dense_tabular_rows,0.95,0.8,False,True,False,False,"The document displays data in a fixed column layout, suggesting repeated rows of information.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 115628.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The image consists of many repeated rows with a fixed column layout, characteristic of a manifest or census page.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 115648.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of many repeated rows, each sharing the same column structure, indicating a dense tabular format.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 115732.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of many repeated rows with a fixed column layout, characteristic of a passenger manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 115756.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of many repeated rows with a fixed column layout, characteristic of a census page or manifest.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 115841.png,dense_tabular_rows,0.98,0.95,False,True,False,False,"The document consists of many repeated rows with a fixed column layout, characteristic of a passenger manifest.",gemma,v1
