bucket,file_path,category,reason
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 201011.png,portrait_photo,The image is a single photograph primarily depicting one or two people with negligible text content.
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 113427.png,portrait_photo,The image primarily depicts a group of people in a photograph with negligible accompanying text.
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-02 185919.png,portrait_photo,"The image is a single photograph primarily depicting a building, fitting the portrait_photo category."
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 154711.png,portrait_photo,The image is a single photograph primarily depicting people under a tent structure.
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 221803.png,portrait_photo,"The image is a single photograph primarily depicting a building, fitting the portrait_photo category."
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 232703.png,portrait_photo,The image is a single photograph primarily depicting a person or people with negligible text.
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 234318.png,portrait_photo,The image is a photograph primarily depicting a building structure rather than a person or structured data.
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-08 000402.png,portrait_photo,"The image primarily depicts a photograph of a person, fitting the definition of a portrait photo."
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-10 205701.png,portrait_photo,"The image primarily depicts two individuals in a photograph, fitting the definition of a portrait photo."
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-17 234935.png,portrait_photo,The image is a single photograph primarily depicting a group of people.
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-17 235802.png,portrait_photo,The image is a single photograph primarily depicting several people outdoors.
portrait_photo,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-18 001716.png,portrait_photo,The image is a single photograph primarily depicting a group of people outdoors.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 212335.png,map_land_record,The image is an aerial or satellite view depicting geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 212920.png,map_land_record,The image is an aerial or satellite view depicting a geographic location.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 212930.png,map_land_record,The image is an aerial or satellite view depicting a geographic location.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 213040.png,map_land_record,The image is an aerial or satellite view showing geographic features and terrain.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 022642.png,map_land_record,The image is an aerial or satellite view depicting geographic features and terrain.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\file_00000000429c71fb9b1170065260069e.png,map_land_record,The image is clearly a map showing geographic features and boundaries.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 200147.png,map_land_record,The image is an aerial or satellite view showing geographic features and roads.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 131344.png,map_land_record,The image is an aerial or satellite view showing geographic layouts and roads.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 133216.png,map_land_record,The image is an aerial or satellite view showing geographic features and labeled locations.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-07 001032.png,map_land_record,The image is an aerial or satellite view showing geographic layouts and land features.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-07 002803.png,map_land_record,The image is an aerial or satellite view depicting geographic layouts and roads.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-07 005754.png,map_land_record,"The image primarily depicts a landscape with a road sign, suggesting a geographic or land-related context."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 080359.png,map_land_record,"The image is an aerial or satellite view of a geographical area, fitting the definition of a map or geographic layout."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\1897_crop_bird_trail_russell.jpg,map_land_record,The image is clearly a geographic map showing topographical and political features.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\1897_crop_escarpment_corridor.jpg,map_land_record,The image is clearly a detailed geographic map showing topographical and political features.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\1897_crop_full_corridor.jpg,map_land_record,"The image is a detailed geographic map showing land features, rivers, and place names."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\1897_crop_gilbert_plains.jpg,map_land_record,The image is clearly a geographic map showing topographical features and place names.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\1897_crop_lake_audy_ir.jpg,map_land_record,The image is clearly a detailed geographic map showing topographical and geographic features.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 123151.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 123740.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 124601.png,map_land_record,The image is an aerial or satellite view showing geographic layouts and land features.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-21 013905.png,map_land_record,The image is an aerial or satellite view showing geographic features and roads.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 201724.png,map_land_record,The image is clearly a map showing geographic features and boundaries.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 203203.png,map_land_record,"The image displays a geographic layout with roads, boundaries, and place names, characteristic of a map."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 203346.png,map_land_record,The image displays a geographic layout with lines and labels characteristic of a map or land record.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 220935.png,map_land_record,The image is an aerial or satellite view showing geographic features and roads.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 221701.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 221913.png,map_land_record,The image is an aerial or satellite view displaying geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 223407.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 223914.png,map_land_record,The image is an aerial or satellite view showing agricultural fields and land features.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 232453.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 234752.png,map_land_record,The image is an aerial or satellite view showing geographic layouts and roads.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 235032.png,map_land_record,"The image is an aerial or satellite view of a geographic area, fitting the definition of a map or geographic layout."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 235714.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 000320.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 000831.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 003530.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 202745.png,map_land_record,"The image is a landscape photograph featuring terrain and a stone structure, resembling a geographic view."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 032717.png,map_land_record,"The image is an aerial view showing roads and buildings, characteristic of a map or satellite view."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 033256.png,map_land_record,"The image primarily depicts an outdoor scene with buildings and vehicles, lacking the structure of tabular data or a map."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 001417.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 001642.png,map_land_record,"The image is an aerial or satellite view showing geographic features and roads, classifying it as a map or land record."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 020715.png,map_land_record,The image is a satellite or aerial view displaying geographic features and roads.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 021919.png,map_land_record,"The image displays a geographic layout with lines, labels, and topographical features characteristic of a map."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 115432.png,map_land_record,"The image is an aerial or satellite view showing geographic features, roads, and land divisions."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 115454.png,map_land_record,The image is an aerial or satellite view depicting geographic features and terrain.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-31 232345.png,map_land_record,"The image primarily depicts a natural landscape with a river and forest, resembling a geographic view."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-03 003253.png,map_land_record,The image is an aerial or satellite view showing geographic features and place names.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-03 003659.png,map_land_record,The image is an aerial or satellite view depicting geographic features like lakes and land.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-03 004324.png,map_land_record,The image is an aerial or satellite view depicting geographic features and land.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-03 004545.png,map_land_record,The image is an aerial or satellite view depicting geographic features and terrain.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 194820.png,map_land_record,"The image is an aerial or satellite view depicting geographic features and trails, fitting the map_land_record category."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 194952.png,map_land_record,"The image is an aerial or satellite view showing roads, buildings, and geographic layout."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 195404.png,map_land_record,"The image is an aerial or satellite view showing geographic features, water bodies, and infrastructure."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 200255.png,map_land_record,"The image is an aerial or satellite view depicting geographical features and winding lines, characteristic of a map or land survey."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 201117.png,map_land_record,The image is an aerial or satellite view showing geographic features and land.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 202003.png,map_land_record,The image is an aerial or satellite view showing geographical features like a river and a portage.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 202407.png,map_land_record,"The image is an aerial or satellite view depicting geographic features, fitting the definition of a map or aerial view."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 202635.png,map_land_record,"The image is an aerial or satellite view depicting a river and dense forest, fitting the definition of a map or geographic layout."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 203324.png,map_land_record,The image is an aerial or satellite view depicting a geographic layout of water and land.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 204035.png,map_land_record,"The image is an aerial or satellite view depicting a geographical feature, which classifies it as a map or geographic layout."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 204302.png,map_land_record,"The image is an aerial or satellite view depicting a geographic landscape, fitting the definition of a map or geographic layout."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 204535.png,map_land_record,The image is an aerial or satellite view depicting a geographic landscape and water body.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 205026.png,map_land_record,"The image is an aerial or satellite view depicting geographical features, including rivers and terrain."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 210005.png,map_land_record,The image is an aerial or satellite view depicting geographic features and waterways.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 210342.png,map_land_record,The image is an aerial or satellite view depicting a river and surrounding land geography.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 210539.png,map_land_record,The image is an aerial or satellite view depicting geographical features like a river and road.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 210809.png,map_land_record,The image is an aerial or satellite view depicting a geographic area with water and land features.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 210936.png,map_land_record,"The image displays a geographic landscape with water bodies and landmasses, characteristic of a map or aerial view."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 211148.png,map_land_record,The image is an aerial or satellite view depicting a river and surrounding land geography.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 211735.png,map_land_record,"The image is an aerial or satellite view showing geographical features, roads, and rivers."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 212249.png,map_land_record,"The image is an aerial or satellite view of terrain, fitting the definition of a map or geographic layout."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 212739.png,map_land_record,"The image is an aerial or satellite view depicting a landscape and coastline, fitting the definition of a map or geographic layout."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 212817.png,map_land_record,The image is an aerial or satellite view depicting geographic features and land.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 212936.png,map_land_record,The image is an aerial or satellite view depicting a geographic area with visible water bodies and land features.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 214533.png,map_land_record,The image is an aerial or satellite view displaying geographic features and topographical data.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 235449.png,map_land_record,The image is an aerial or satellite view depicting geographical features and bodies of water.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 235925.png,map_land_record,The image is an aerial or satellite view depicting geographical features and river systems.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 000313.png,map_land_record,The image is an aerial or satellite view showing geographical features and a river system.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 001311.png,map_land_record,"The image is a landscape view of a body of water, shoreline, and distant hills, resembling a geographic layout."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 001610.png,map_land_record,The image is an aerial or satellite view showing geographic features and water bodies.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 002251.png,map_land_record,"The image is an aerial or satellite view depicting geographical features, including rivers and terrain."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 002534.png,map_land_record,The image is an aerial or satellite view showing geographic features and waterways.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 141822.png,map_land_record,The image is clearly a geographic map showing topographical features and place names.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-08 195751.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-08 201624.png,map_land_record,"The image is an aerial or satellite view depicting geographic areas and boundaries, fitting the map_land_record category."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-08 201804.png,map_land_record,The image is an aerial or satellite view showing geographic features and land divisions.
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 141917.png,map_land_record,"The image is a geographic layout showing roads, towns, and terrain, fitting the definition of a map."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 213421.png,map_land_record,"The image primarily features an outdoor scene with a visible geographic context, suggesting a map or aerial view."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 215210.png,map_land_record,"The image is an aerial or satellite view showing geographic features and winding lines, characteristic of a map or land survey."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 215408.png,map_land_record,"The image is an aerial or satellite view showing geographical features, consistent with a map or land record."
map_land_record,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 215748.png,map_land_record,"The image is an aerial or satellite view showing geographic features and roads, classifying it as a map or land record."
mixed_text_image,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 020118.png,mixed_text_image,The image contains substantial text alongside photographic illustrations of landscapes.
mixed_text_image,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 020204.png,mixed_text_image,The image contains a portrait photograph combined with substantial printed prose text.
genealogy_chart,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 182722.png,genealogy_chart,The image is clearly a family tree or pedigree chart with multiple person-nodes arranged in a tree structure.
genealogy_chart,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-21 002354.png,genealogy_chart,The image displays a structured family tree with multiple person-nodes arranged in a tree structure.
genealogy_chart,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 014702.png,genealogy_chart,The image displays a structured lineage diagram with multiple person nodes connected in a tree structure.
uncertain_review,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 212515.png,uncertain_review,The image is a close-up texture and does not clearly fit any defined archival document category.
